transaction_date,narration,transaction_amount,balance,transaction_type
06/06/2017,ISW CHARGE:ISW/135603638824/1014794871/3big4small//UGWU EBENEZER,50.0,5343125.29,DEBIT
06/06/2017,Zenith POS Settlement Comm for06/06/2017,68.75,5343056.54,DEBIT
06/06/2017,ISW/135603638824/1014794871/3big4small//UGWU EBENEZER,72000.0,5271056.54,DEBIT
07/06/2017,NEFT/INTERSWITCHNG/Goodsandservices07062,2481.25,5273537.79,CREDIT
07/06/2017,Zenith POS Settlement for 07/06/2017,8800.0,5282337.79,CREDIT
07/06/2017,DS215812/CD RUTH BABA,223000.0,5505337.79,CREDIT
07/06/2017,CAKE BOXES//TRF TO ROYALEDUKES CO. LTD.,73000.0,5432227.79,CREDIT
08/06/2017,Zenith POS Settlement for 08/06/2017,1100.0,5433327.79,CREDIT
08/06/2017,NEFT/INTERSWITCHNG/Goodsandservices08062,16574.75,5449902.54,CREDIT
08/06/2017,Zenith POS Settlement Comm for08/06/2017,13.75,5449888.79,DEBIT
08/06/2017,ISW CHARGE:ISW/135603644551/1014794871/Bread&cake items//ODOR FIDELISCHUKWUEME,50.0,5449838.79,DEBIT
08/06/2017,ISW CHARGE:ISW/135603645051/1014794871/Dangote//SALIHU ABDULLAHI,50.0,5449788.79,DEBIT
08/06/2017,COCOA POWDER//TRF TOMEKANG RESOURCES & ALLIEDDISTRI. LTD,45000.0,5404788.79,DEBIT
08/06/2017,ISW/135603644551/1014794871/Bread&cake items//ODOR FIDELISCHUKWUEMEKA,97500.0,5307288.79,DEBIT
08/06/2017,ISW/135603645051/1014794871/Dangote//SALIHU ABDULLAHI,106800.0,5200488.79,DEBIT
09/06/2017,Zenith POS Settlement for 09/06/2017,6400.0,5206888.79,CREDIT
09/06/2017,NEFT/INTERSWITCHNG/Goodsandservices09062,8535.5,5215424.29,CREDIT
09/06/2017,DS221065/CD RUTH BABA,595000.0,5810424.29,CREDIT
09/06/2017,Zenith POS Settlement Comm for09/06/2017,80.0,5810344.29,DEBIT
09/06/2017,STAMP DUTY CHARGE,850.0,5809494.29,DEBIT
11/06/2017,ISW CHARGE:ISW/135603650636/1014794871/Duste repairs//IBE GODWINNWACHUKWU,50.0,5809444.29,DEBIT
11/06/2017,ISW CHARGE:ISW/135603651114/1014794871/Transportation//OROGADE OLALERE,50.0,5809394.29,DEBIT
11/06/2017,ISW/135603650636/1014794871/Duste repairs//IBE GODWINNWACHUKWU,30000.0,5779394.29,DEBIT
11/06/2017,DEMACATION WORK//TRF TOMOSES ALABI,80000.0,5699394.29,DEBIT
11/06/2017,CHICKEN FOR FOOD//TRF TOSAYED FARMS LTD-ABUJA A/C,138840.0,5453554.29,CREDIT
12/06/2017,NEFT/INTERSWITCHNG/Goodsandservices12062,3275.25,5456829.54,CREDIT
12/06/2017,NEFT/INTERSWITCHNG/Goodsandservices11062,3374.5,5460204.04,CREDIT
12/06/2017,NEFT/INTERSWITCHNG/Goodsandservices10062,11810.75,5472014.79,CREDIT
12/06/2017,Zenith POS Settlement for 12/06/2017,13900.0,5485914.79,CREDIT
12/06/2017,DS226378/CD RUTH BABA,803000.0,6288914.79,CREDIT
12/06/2017,ISW CHARGE:ISW/135603652831/1014794871/Plumbing//NASIRU HARUNA,50.0,6288864.79,DEBIT
12/06/2017,Zenith POS Settlement Comm for12/06/2017,173.75,6288691.04,DEBIT
12/06/2017,ISW/135603652831/1014794871/Plumbing//NASIRU HARUNA,30000.0,6258691.04,DEBIT
13/06/2017,Zenith POS Settlement for 13/06/2017,3300.0,6261991.04,CREDIT
13/06/2017,24421 CD/ EMEKA,150000.0,6411991.04,CREDIT
13/06/2017,Zenith POS Settlement Comm for13/06/2017,41.25,6411949.79,DEBIT
13/06/2017,ISW CHARGE:ISW/135603654621/1014794871/Bread pans//DALHATU NASURU,50.0,6411899.79,DEBIT
13/06/2017,ISW CHARGE:ISW/135603657350/1014794871/Work//KEHINDE  ADEYEMI,50.0,6411849.79,DEBIT
13/06/2017,ISW CHARGE:ISW/135603657364/1014794871/Purchases for last week//SUNDAYMICHIKA,50.0,6411799.79,DEBIT
13/06/2017,ISW/135603657350/1014794871/Work//KEHINDE  ADEYEMI,30000.0,6381799.79,DEBIT
13/06/2017,ISW/135603654621/1014794871/Bread pans//DALHATU NASURU,90000.0,6291799.79,DEBIT
13/06/2017,ISW/135603657364/1014794871/Purchases for last week//SUNDAYMICHIKA JOHN,180850.0,6110949.79,DEBIT
14/06/2017,Zenith POS Settlement for 14/06/2017,1100.0,6112049.79,CREDIT
14/06/2017,NEFT/INTERSWITCHNG/Goodsandservices14062,7741.5,6119791.29,CREDIT
14/06/2017,DS72741/CD RUTH BABA,340000.0,6659791.29,CREDIT
14/06/2017,Zenith POS Settlement Comm for14/06/2017,13.75,6659777.54,DEBIT
14/06/2017,DIGITAL PRINT//TRF TO JOHNPETER ABAH,145000.0,6514777.54,DEBIT
15/06/2017,Zenith POS Settlement for 15/06/2017,1400.0,6516177.54,CREDIT
15/06/2017,NEFT/INTERSWITCHNG/Goodsandservices15062,4466.25,6520643.79,CREDIT
15/06/2017,DS136917/CD RUTH BABA,280000.0,6800643.79,CREDIT
15/06/2017,Zenith POS Settlement Comm for15/06/2017,17.5,6800626.29,DEBIT
15/06/2017,ISW CHARGE:ISW/135603661146/1014794871/Cylinder refill duste and gwarimpa//UGWU,50.0,6800576.29,DEBIT
15/06/2017,ISW/135603661146/1014794871/Cylinder refill duste and gwarimpa//UGWUEBENEZER,49500.0,6751076.29,DEBIT
16/06/2017,NEFT/INTERSWITCHNG/Goodsandservices16062,5359.5,6756435.79,CREDIT
16/06/2017,Zenith POS Settlement for 16/06/2017,7400.0,6763835.79,CREDIT
16/06/2017,DS136882/CD RUTH BABA,150000.0,6913835.79,CREDIT
16/06/2017,ISW CHARGE:ISW/135603664405/1014794871/Installation//OLOWOLAFE AYOKUNLEOJO,50.0,6913785.79,DEBIT
16/06/2017,Zenith POS Settlement Comm for16/06/2017,92.5,6913693.29,DEBIT
16/06/2017,STAMP DUTY CHARGE,850.0,6912843.29,DEBIT
16/06/2017,ISW/135603664405/1014794871/Installation//OLOWOLAFE AYOKUNLEOJO,10000.0,6902843.29,DEBIT
18/06/2017,ISW CHARGE:ISW/135603667852/1014794871/For//NDAMAN MAMUDA ABDULHAMID,50.0,6902793.29,DEBIT
18/06/2017,ISW/135603667852/1014794871/For//NDAMAN MAMUDA ABDULHAMID,10000.0,6892793.29,DEBIT
19/06/2017,"Rvsl:ISW CHARGE:ISW/135603761550/1014794871/Sugar 20//SHIDOK,MARGARET61710",50.0,6892843.29,CREDIT
19/06/2017,NEFT/INTERSWITCHNG/Goodsandservices19062,8039.25,6903066.04,CREDIT
19/06/2017,NEFT/INTERSWITCHNG/Goodsandservices18062,8535.5,6911601.54,CREDIT
19/06/2017,Zenith POS Settlement for 19/06/2017,18100.0,6929701.54,CREDIT
19/06/2017,"Rvsl:ISW/135603761550/1014794871/Sugar 20//SHIDOK,MARGARET61710",354000.0,7283701.54,CREDIT
19/06/2017,cd ruth baba ds 61835,1059900.0,8343601.54,CREDIT
19/06/2017,ISW CHARGE:ISW/135603670388/1014794871/Duste flour//IBRAHIM BAKO,50.0,8343551.54,DEBIT
19/06/2017,"ISW CHARGE:ISW/135603761550/1014794871/Sugar 20//SHIDOK,MARGARET61710",50.0,8343501.54,DEBIT
19/06/2017,ISW CHARGE:ISW/135603791548/1014794871/Cylinder refill//UGWU EBENEZER,50.0,8343451.54,DEBIT
19/06/2017,Zenith POS Settlement Comm for19/06/2017,226.25,8343225.29,DEBIT
19/06/2017,ISW/135603791548/1014794871/Cylinder refill//UGWU EBENEZER,108000.0,8235225.29,DEBIT
19/06/2017,"ISW/135603761550/1014794871/Sugar 20//SHIDOK,MARGARET61710",354000.0,7881225.29,DEBIT
19/06/2017,ISW/135603670388/1014794871/Duste flour//IBRAHIM BAKO,1298000.0,6583225.29,DEBIT
20/06/2017,"Rvsl:ISW CHARGE:ISW/135604561797/1014794871/20bags sugar//SHIDOK,MARGARET61710",50.0,6583275.29,CREDIT
20/06/2017,Zenith POS Settlement for 20/06/2017,1300.0,6584575.29,CREDIT
20/06/2017,NEFT/INTERSWITCHNG/Goodsandservices20062,4267.75,6588843.04,CREDIT
20/06/2017,ds 2045250 derek shuaib,142600.0,6731443.04,CREDIT
20/06/2017,dp256679/ruth baba,350000.0,7081443.04,CREDIT
20/06/2017,"Rvsl:ISW/135604561797/1014794871/20bagssugar//SHIDOK,MARGARET61710",354000.0,7435443.04,CREDIT
20/06/2017,Zenith POS Settlement Comm for20/06/2017,16.25,7435426.79,DEBIT
20/06/2017,ISW CHARGE:ISW/135604561804/1014794871/Butter&yeast from lagos//ODOR FIDELISCH,50.0,7435326.79,CREDIT
20/06/2017,"ISW CHARGE:ISW/135604562746/1014794871/Supply 20bags sugar//SHIDOK, JOEL",50.0,7435276.79,DEBIT
20/06/2017,ISW CHARGE:ISW/135604563626/1014794871/Trays and pans//DALHATU NASURU,50.0,7435226.79,DEBIT
20/06/2017,ISW/135604563626/1014794871/Trays and pans//DALHATU NASURU,98000.0,7337226.79,DEBIT
20/06/2017,7 SACKS CHICKEN LAPS//TRF TOSAYED FARMS LTD-ABUJA A/C,177240.0,7159986.79,DEBIT
20/06/2017,"ISW/135604561797/1014794871/20bags sugar//SHIDOK,MARGARET61710",354000.0,6805986.79,DEBIT
20/06/2017,"ISW/135604562746/1014794871/Supply 20bags sugar//SHIDOK, JOEL",354000.0,6451986.79,DEBIT
20/06/2017,ISW/135604561804/1014794871/Butter&yeast from lagos//ODOR FIDELISCHUKWUEMEKA,436000.0,6015986.79,DEBIT
21/06/2017,NEFT/INTERSWITCHNG/Goodsandservices21062,1985.0,6017971.79,CREDIT
21/06/2017,CD/DEREK S/DS4174466,216250.0,6234221.79,CREDIT
21/06/2017,DS135964/CD RUTH BABA,225800.0,6460021.79,CREDIT
21/06/2017,ISW CHARGE:ISW/135604565132/1014794871/Flour mama gold//AKINOLA GBEMISOLASULIA,50.0,6459971.79,DEBIT
21/06/2017,ISW/135604565132/1014794871/Flour mama gold//AKINOLA GBEMISOLASULIAT,1000000.0,5459971.79,DEBIT
22/06/2017,Zenith POS Settlement for 22/06/2017,3600.0,5463571.79,CREDIT
22/06/2017,NEFT/INTERSWITCHNG/Goodsandservices22062,9925.0,5473496.79,CREDIT
22/06/2017,DS 12488 DEREK SHUIAB,130000.0,5603496.79,CREDIT
22/06/2017,Zenith POS Settlement Comm for22/06/2017,45.0,5603451.79,DEBIT
22/06/2017,ISW/135604568081/1014794871/Balance for flour//AKINOLA GBEMISOLASULIAT,848000.0,4755401.79,CREDIT
23/06/2017,NEFT/INTERSWITCHNG/Goodsandservices23062,4367.0,4759768.79,CREDIT
23/06/2017,Zenith POS Settlement for 23/06/2017,4700.0,4764468.79,CREDIT
23/06/2017,NIP/UBN/SOLOMON LB/NIB/UIP/001****179 TO WOWBAKERY CONFECTIONERY ANDPASTRIES,8000.0,4772468.79,CREDIT
23/06/2017,cd/madam chinyere 2440,50000.0,4822468.79,CREDIT
23/06/2017,CD/DEREK S./DS469864,520600.0,5343068.79,CREDIT
23/06/2017,Zenith POS Settlement Comm for23/06/2017,58.75,5343010.04,DEBIT
23/06/2017,SMS Notification Charge Jun 2017,376.0,5342634.04,DEBIT
23/06/2017,STAMP DUTY CHARGE,1000.0,5341634.04,DEBIT
25/06/2017,NIP/DBP/GODWIN DANIEL ETIM/NIP- TRF IFO WOW BAKERYCONFECTIONERY AND PASTRIESN,90000.0,5431634.04,CREDIT
25/06/2017,NIP/DBP/GODWIN DANIEL ETIM/NIP- TRF IFO WOW BAKERYCONFECTIONERY AND PASTRIESN,90000.0,5521634.04,CREDIT
25/06/2017,ISW CHARGE:ISW/135604575107/1014794871/Bus//MUSIBAU JIMOH,50.0,5521584.04,DEBIT
25/06/2017,ISW CHARGE:ISW/135604575775/1014794871/Busbalance//MUSIBAU JIMOH,50.0,5521534.04,DEBIT
25/06/2017,ISW CHARGE:ISW/135604576177/1014794871/Wood work//NWEKE UZOMA FRANCIS,50.0,5521484.04,DEBIT
25/06/2017,ISW/135604576177/1014794871/Wood work//NWEKE UZOMA FRANCIS,90000.0,5431484.04,DEBIT
25/06/2017,ISW/135604575775/1014794871/Busbalance//MUSIBAU JIMOH,1350000.0,4081484.04,DEBIT
25/06/2017,ISW/135604575107/1014794871/Bus//MUSIBAU JIMOH,1400000.0,2681484.04,DEBIT
27/06/2017,ISW/135604580473/1014794871/Cooling Fan//JIBRIN ODEKINA YUSUF,35000.0,2646434.04,CREDIT
28/06/2017,Rvsl:ISW CHARGE:ISW/135604582829/1014794871/Nylon for bread//VIVO&TECH INDUSTRI,50.0,2646484.04,CREDIT
28/06/2017,NEFT/INTERSWITCHNG/Goodsandservices27062,2183.5,2648667.54,CREDIT
28/06/2017,NEFT/INTERSWITCHNG/Goodsandservices25062,2183.5,2650851.04,CREDIT
28/06/2017,NEFT/INTERSWITCHNG/Goodsandservices26062,3870.75,2654721.79,CREDIT
28/06/2017,NEFT/INTERSWITCHNG/Goodsandservices24062,7344.5,2662066.29,CREDIT
28/06/2017,Zenith POS Settlement for 28/06/2017,11900.0,2673966.29,CREDIT
28/06/2017,Zenith POS Settlement for 28/06/2017,12100.0,2686066.29,CREDIT
28/06/2017,NEFT/INTERSWITCHNG/Goodsandservices28062,18659.0,2704725.29,CREDIT
28/06/2017,cd/madam chinyere ugwu 2216,50000.0,2754725.29,CREDIT
28/06/2017,CD/DERIC S/DS31656,193000.0,2947725.29,CREDIT
28/06/2017,Rvsl:ISW/135604582829/1014794871/Nylon for bread//VIVO&TECHINDUSTRIES LIMITED,400000.0,3347725.29,CREDIT
28/06/2017,DS118107/CD RUTH BABA,1537370.0,4885095.29,CREDIT
28/06/2017,ISW CHARGE:ISW/135604581928/1014794871/Bread net//KENNETH CHIBUZO OFFOR,50.0,4885045.29,DEBIT
28/06/2017,ISW CHARGE:ISW/135604581938/1014794871/Small and big cylinders//UGWUEBENEZER,50.0,4884995.29,DEBIT
28/06/2017,ISW CHARGE:ISW/135604582829/1014794871/Nylon for bread//VIVO&TECHINDUSTRIES LI,50.0,4884945.29,DEBIT
28/06/2017,ISW CHARGE:ISW/135604582866/1014794871/WOW bread nylon//YUSTECH POLY NIGENTERP,50.0,4884895.29,DEBIT
28/06/2017,Zenith POS Settlement Comm for28/06/2017,148.75,4884746.54,DEBIT
28/06/2017,ISW/135604581928/1014794871/Bread net//KENNETH CHIBUZO OFFOR,43200.0,4841395.29,CREDIT
28/06/2017,ISW/135604581938/1014794871/Small and big cylinders//UGWUEBENEZER,45000.0,4796395.29,DEBIT
28/06/2017,ISW/135604582829/1014794871/Nylon for bread//VIVO&TECHINDUSTRIES LIMITED,400000.0,4396395.29,DEBIT
28/06/2017,ISW/135604582866/1014794871/WOW bread nylon//YUSTECH POLY NIGENTERPRISES,400000.0,3996395.29,DEBIT
29/06/2017,Zenith POS Settlement for 29/06/2017,2200.0,3998595.29,CREDIT
29/06/2017,NIP/FDP/ZECHARIAH JOSEPHTHLAWUSON/ONB TRANSFERFROM ZECHARIAH  **3584 FBP,3000.0,4001595.29,CREDIT
29/06/2017,NEFT/INTERSWITCHNG/Goodsandservices29062,10222.75,4011818.04,CREDIT
29/06/2017,ds 207276 shuaib dexio,160000.0,4171818.04,CREDIT
29/06/2017,11101 CD VICTOR,246000.0,4417818.04,CREDIT
29/06/2017,NIP/DBP/GODWIN DANIEL ETIM/NIP- TRF IFO WOW BAKERYCONFECTIONERY AND PASTRIESN,1440000.0,5857818.04,CREDIT
29/06/2017,NIP/DBP/GODWIN DANIEL ETIM/NIP- TRF IFO WOW BAKERYCONFECTIONERY AND PASTRIESN,1440000.0,7297818.04,CREDIT
29/06/2017,Zenith POS Settlement Comm for29/06/2017,27.5,7297790.54,DEBIT
29/06/2017,ISW CHARGE:ISW/135604585737/1014794871/Cables//EMMANUEL O,50.0,7297740.54,DEBIT
29/06/2017,ISW/135604585737/1014794871/Cables//EMMANUEL O,48000.0,7249740.54,DEBIT
30/06/2017,Zenith POS Settlement for 30/06/2017,2100.0,7251840.54,CREDIT
30/06/2017,NEFT/INTERSWITCHNG/Goodsandservices30062,4565.5,7256406.04,CREDIT
30/06/2017,TRF FRM JOY TENI SHIAWOYA TOWOW BAKERY CONFECTIONERYAND PASTRIES NI,15000.0,7285406.04,CREDIT
30/06/2017,DS209766/CD RUTH BABA,210000.0,7495406.04,CREDIT
30/06/2017,Zenith POS Settlement Comm for30/06/2017,26.25,7495379.79,DEBIT
30/06/2017,ISW CHARGE:ISW/135604609147/1014794871/Gasburner//BAKERY SUPPORTSERVICES,50.0,7495329.79,DEBIT
30/06/2017,ISW CHARGE:ISW/135604611479/1014794871/Return money//GODWIN DANIEL ETIM,50.0,7495279.79,DEBIT
30/06/2017,STAMP DUTY CHARGE,1200.0,7494079.79,DEBIT
30/06/2017,Acct Maint. Fee + VAT,16293.1,7477786.69,DEBIT
30/06/2017,ISW/135604609147/1014794871/Gasburner//BAKERY SUPPORTSERVICES,350000.0,7127786.69,DEBIT
30/06/2017,ISW/135604611479/1014794871/Return money//GODWIN DANIEL ETIM,1440000.0,5687786.69,DEBIT
01/07/2017,NIP/DBP/IBRAHIM  ALI/NIP - TRFIFO WOW BAKERYCONFECTIONERY AND PASTRIESNIG LTD,2700.0,5690486.69,CREDIT
01/07/2017,ISW CHARGE:ISW/135604612627/1014794871/Gasrefill for 6cylinders//UGWUEBENEZER,50.0,5690436.69,DEBIT
01/07/2017,ISW/135604612627/1014794871/Gasrefill for 6cylinders//UGWUEBENEZER,60000.0,5630436.69,DEBIT
03/07/2017,NEFT/INTERSWITCHNG/Goodsandservices01072,5558.0,5635994.69,CREDIT
03/07/2017,NIP/FDP/ZECHARIAH JOSEPHTHLAWUSON/ONB TRANSFERFROM ZECHARIAH  **3584 FBP,7000.0,5642994.69,CREDIT
03/07/2017,NEFT/INTERSWITCHNG/Goodsandservices03072,11215.25,5654209.94,CREDIT
03/07/2017,Zenith POS Settlement for 03/07/2017,18500.0,5672709.94,CREDIT
03/07/2017,NEFT/INTERSWITCHNG/Goodsandservices02072,21438.0,5694147.94,CREDIT
03/07/2017,ds 208742 drrie shuaib,170000.0,5864147.94,CREDIT
03/07/2017,ISW CHARGE:ISW/135604614711/1014794871/Golden penny sugar//SHIDOK JOEL,50.0,6268097.94,CREDIT
03/07/2017,ISW CHARGE:ISW/135604614708/1014794871/Mamagold flour//IBRAHIM BAKO,50.0,6268047.94,DEBIT
03/07/2017,Zenith POS Settlement Comm for03/07/2017,231.25,6267816.69,DEBIT
03/07/2017,7SACKS LAPS//TRF TO SAYEDFARMS LTD-ABUJA A/C,128400.0,6139416.69,DEBIT
03/07/2017,ISW/135604614711/1014794871/Golden penny sugar//SHIDOK JOEL,786000.0,5353416.69,DEBIT
03/07/2017,ISW/135604614708/1014794871/Mamagold flour//IBRAHIM BAKO,1120000.0,4233416.69,DEBIT
04/07/2017,NEFT/INTERSWITCHNG/Goodsandservices04072,4367.0,4237783.69,CREDIT
04/07/2017,Zenith POS Settlement for 04/07/2017,5500.0,4243283.69,CREDIT
04/07/2017,DS209167/CD RUTH BABA,839500.0,5082783.69,CREDIT
04/07/2017,Zenith POS Settlement Comm for04/07/2017,68.75,5082714.94,DEBIT
05/07/2017,Rvsl:ISW CHARGE:ISW/135604625974/1014794871/Icecream supply//NKEMDILIM GEOFFRE,50.0,5082764.94,CREDIT
05/07/2017,Zenith POS Settlement for 05/07/2017,8800.0,5091564.94,CREDIT
05/07/2017,NEFT/INTERSWITCHNG/Goodsandservices05072,9031.75,5100596.69,CREDIT
05/07/2017,Rvsl:ISW/135604625974/1014794871/Ice cream supply//NKEMDILIMGEOFFREY ISAAC,96000.0,5196596.69,CREDIT
05/07/2017,CD/DEREK S/DS0941983,315000.0,5511596.69,CREDIT
05/07/2017,ISW CHARGE:ISW/135604623551/1014794871/Duste oven repairs//IBE GODWINNWACHUKWU,50.0,5511546.69,DEBIT
05/07/2017,ISW CHARGE:ISW/135604625974/1014794871/Icecream supply//NKEMDILIMGEOFFREY ISA,50.0,5511496.69,DEBIT
05/07/2017,Zenith POS Settlement Comm for05/07/2017,110.0,5511386.69,DEBIT
05/07/2017,ISW/135604625974/1014794871/Icecream supply//NKEMDILIMGEOFFREY ISAAC,96000.0,5407386.69,CREDIT
05/07/2017,ISW/135604623551/1014794871/Duste oven repairs//IBE GODWINNWACHUKWU,150000.0,5257386.69,DEBIT
06/07/2017,Rvsl:ISW CHARGE:ISW/135604627494/1014794871/3 icecream flavours//NKEMDILIM GEO,50.0,5257436.69,CREDIT
06/07/2017,NEFT/INTERSWITCHNG/Goodsandservices06072,3275.25,5260711.94,CREDIT
06/07/2017,Zenith POS Settlement for 06/07/2017,6800.0,5267511.94,CREDIT
06/07/2017,"NIP/GTB/UMANAH  KINGSLEYMONDAY/NIP FROM UMANAH,KINGSLEY MONDAY TO WOWBAKERY C",14000.0,5281511.94,CREDIT
06/07/2017,Rvsl:ISW/135604627494/1014794871/3 ice cream flavours//NKEMDILIMGEOFFREY ISAAC,96000.0,5377511.94,CREDIT
06/07/2017,ISW CHARGE:ISW/135604627494/1014794871/3 icecream flavours//NKEMDILIMGEOFFREY,50.0,5377461.94,DEBIT
06/07/2017,ISW CHARGE:ISW/135604628651/1014794871/Baking items from lagos//ODOR FIDELISCH,50.0,5377411.94,DEBIT
06/07/2017,Zenith POS Settlement Comm for06/07/2017,85.0,5377326.94,DEBIT
06/07/2017,ISW/135604627494/1014794871/3 icecream flavours//NKEMDILIMGEOFFREY ISAAC,96000.0,5281326.94,DEBIT
06/07/2017,"VANILLA,STRAWBERRY,CHOCOLATE//TRF TO ISAAC G NKEMDILIM",96000.0,5185326.94,DEBIT
06/07/2017,ISW/135604628651/1014794871/Baking items from lagos//ODOR FIDELISCHUKWUEMEKA,407700.0,4777626.94,DEBIT
07/07/2017,Zenith POS Settlement for 07/07/2017,1100.0,4778726.94,CREDIT
07/07/2017,NEFT/INTERSWITCHNG/Goodsandservices07072,15185.25,4793912.19,CREDIT
07/07/2017,CD/DEREK S/DS208106,150000.0,4943912.19,CREDIT
07/07/2017,Zenith POS Settlement Comm for07/07/2017,13.75,5165448.44,CREDIT
07/07/2017,ISW CHARGE:ISW/135604631029/1014794871/Supply of gas//VICTORIA PETER IKANI,50.0,5165398.44,DEBIT
07/07/2017,ISW CHARGE:ISW/135604631180/1014794871/Duste flour suppy//IBRAHIM  BAKO,50.0,5165348.44,DEBIT
07/07/2017,STAMP DUTY CHARGE,1050.0,5164298.44,DEBIT
07/07/2017,ISW/135604631029/1014794871/Supply of gas//VICTORIA PETER IKANI,44000.0,5120298.44,DEBIT
07/07/2017,ISW/135604631180/1014794871/Duste flour suppy//IBRAHIM  BAKO,996800.0,4123498.44,CREDIT
10/07/2017,NEFT/INTERSWITCHNG/Goodsandservices10072,5955.0,4129453.44,CREDIT
10/07/2017,NEFT/INTERSWITCHNG/Goodsandservices08072,7840.75,4137294.19,CREDIT
10/07/2017,CD/D SHUAIB/DS1573059,300000.0,4437294.19,CREDIT
10/07/2017,DS126219/CD RUTH BABA,584700.0,5021994.19,CREDIT
10/07/2017,ISW CHARGE:ISW/135604636881/1014794871/Mould and pruffons//THADDEUS DAVID,50.0,5021944.19,DEBIT
10/07/2017,ISW/135604636881/1014794871/Mould and pruffons//THADDEUS DAVID,67000.0,4954944.19,DEBIT
11/07/2017,Zenith POS Settlement for 11/07/2017,16100.0,4971044.19,CREDIT
11/07/2017,NEFT/INTERSWITCHNG/Goodsandservices11072,17567.26,4988611.45,CREDIT
11/07/2017,Zenith POS Settlement for 11/07/2017,22800.0,5011411.45,CREDIT
11/07/2017,DS126904/CD RUTH BABA,90000.0,5101411.45,CREDIT
11/07/2017,ISW CHARGE:ISW/135604641051/1014794871/Balance for bottles//THADDEUS DAVID,50.0,5101361.45,DEBIT
11/07/2017,Zenith POS Settlement Comm for11/07/2017,201.25,5101160.2,DEBIT
11/07/2017,Zenith POS Settlement Comm for11/07/2017,285.0,5100875.2,DEBIT
11/07/2017,ISW/135604641051/1014794871/Balance for bottles//THADDEUS DAVID,29700.0,5071175.2,DEBIT
12/07/2017,NEFT/INTERSWITCHNG/Goodsandservices12072,11910.0,5083085.2,CREDIT
12/07/2017,DS 147500 DEREK SHUAIB,358000.0,5453035.2,CREDIT
12/07/2017,ISW CHARGE:ISW/135604643409/1014794871/5bags dangote  sugar//ABDULLAHISALIHU,50.0,5452985.2,DEBIT
12/07/2017,ISW CHARGE:ISW/135604645774/1014794871/Shawarma papers//ADELEKE MICHAEL,50.0,5452935.2,DEBIT
12/07/2017,Zenith POS Settlement Comm for12/07/2017,149.38,5452785.82,DEBIT
12/07/2017,ISW/135604645774/1014794871/Shawarma papers//ADELEKE MICHAEL,60000.0,5392785.82,DEBIT
12/07/2017,ISW/135604643409/1014794871/5bags dangote  sugar//ABDULLAHISALIHU,94200.0,5298585.82,DEBIT
13/07/2017,Zenith POS Settlement for 13/07/2017,1100.0,5299685.82,CREDIT
13/07/2017,NEFT/INTERSWITCHNG/Goodsandservices13072,2779.0,5302464.82,CREDIT
13/07/2017,10300 CD / MR EMMA AWUMAL,200000.0,5502464.82,CREDIT
13/07/2017,ds 42335974 derek shuaib,225000.0,5727464.82,CREDIT
13/07/2017,Zenith POS Settlement Comm for13/07/2017,13.75,5727451.07,DEBIT
13/07/2017,ISW CHARGE:ISW/135604648137/1014794871/Busrepair//IKECHUKWU AUGUSTINEOBIDIALO,50.0,5727401.07,DEBIT
13/07/2017,ISW CHARGE:ISW/135604648149/1014794871/Thursday gas refill//VICTORIA PETERIKAN,50.0,5727351.07,DEBIT
13/07/2017,ISW CHARGE:ISW/135604648409/1014794871/Busvehicle registration//AMETSE MR S J,50.0,5727301.07,DEBIT
13/07/2017,ISW CHARGE:ISW/135604649107/1014794871/Food items bought//SUNDAY MICHIKAJOHN,50.0,5727251.07,DEBIT
13/07/2017,ISW/135604648149/1014794871/Thursday gas refill//VICTORIA PETERIKANI,36000.0,5691251.07,DEBIT
13/07/2017,ISW/135604648137/1014794871/Busrepair//IKECHUKWU AUGUSTINEOBIDIALO,57000.0,5589251.07,CREDIT
13/07/2017,ISW/135604649107/1014794871/Food items bought//SUNDAY MICHIKAJOHN,77700.0,5511551.07,DEBIT
13/07/2017,SHAWARMA LAPS OFCHICKEN//TRF TO SAYED FARMSLTD-ABUJA A/C,161880.0,5349671.07,DEBIT
14/07/2017,Zenith POS Settlement for 14/07/2017,2000.0,5351671.07,CREDIT
14/07/2017,NEFT/INTERSWITCHNG/Goodsandservices14072,3076.75,5354747.82,CREDIT
14/07/2017,28777/CD MADAM CHIGOZIE,25000.0,5379747.82,CREDIT
14/07/2017,Zenith POS Settlement Comm for14/07/2017,25.0,5379722.82,DEBIT
14/07/2017,ISW CHARGE:ISW/135604649914/1014794871/Supply of mama gold 100bags//IBRAHIMBAK,50.0,5379672.82,DEBIT
14/07/2017,ISW CHARGE:ISW/135604649980/1014794871/Suya local chicken//BARAU GAZALI,50.0,5379622.82,DEBIT
14/07/2017,STAMP DUTY CHARGE,900.0,5378722.82,DEBIT
14/07/2017,ISW/135604649980/1014794871/Suya local chicken//BARAU GAZALI,42500.0,5336222.82,DEBIT
14/07/2017,STK BUTTER AND OTHERS//TRFTO  EV MIRACLE BAKERSCOMPANY NIG LTD,103800.0,5232422.82,DEBIT
14/07/2017,ISW/135604649914/1014794871/Supply of mama gold 100bags//IBRAHIMBAKO,1120000.0,4112422.82,CREDIT
16/07/2017,15 CRATES OF EGGS//TRF TOOFOR U UKPABI,12750.0,4099672.82,DEBIT
